date,series_type,ron95,ron97,diesel,diesel_eastmsia,ron95_budi95,ron95_skps
2023-04-27,change_weekly,0.0,0.0,0.0,0.0,,
2023-05-04,level,2.05,3.35,2.15,2.15,,
2023-05-04,change_weekly,0.0,0.0,0.0,0.0,,
2023-05-11,level,2.05,3.35,2.15,2.15,,
2023-05-11,change_weekly,0.0,0.0,0.0,0.0,,
2023-05-18,change_weekly,0.0,0.0,0.0,0.0,,
2023-05-18,level,2.05,3.35,2.15,2.15,,
2023-05-25,level,2.05,3.35,2.15,2.15,,
2023-05-25,change_weekly,0.0,0.0,0.0,0.0,,
2023-06-01,change_weekly,0.0,0.02,0.0,0.0,,
2023-06-01,level,2.05,3.37,2.15,2.15,,
2023-06-08,change_weekly,0.0,0.0,0.0,0.0,,
2023-06-08,level,2.05,3.37,2.15,2.15,,
2023-06-15,level,2.05,3.37,2.15,2.15,,
2023-06-15,change_weekly,0.0,0.0,0.0,0.0,,
2023-06-22,change_weekly,0.0,0.0,0.0,0.0,,
2023-06-22,level,2.05,3.37,2.15,2.15,,
2023-06-29,change_weekly,0.0,0.0,0.0,0.0,,
2023-06-29,level,2.05,3.37,2.15,2.15,,
2023-07-06,level,2.05,3.37,2.15,2.15,,
2023-07-06,change_weekly,0.0,0.0,0.0,0.0,,
2023-07-13,change_weekly,0.0,0.0,0.0,0.0,,
2023-07-13,level,2.05,3.37,2.15,2.15,,
2023-07-20,level,2.05,3.37,2.15,2.15,,
2023-07-20,change_weekly,0.0,0.0,0.0,0.0,,
2023-07-27,level,2.05,3.37,2.15,2.15,,
2023-07-27,change_weekly,0.0,0.0,0.0,0.0,,
2023-08-03,change_weekly,0.0,0.0,0.0,0.0,,
2023-08-03,level,2.05,3.37,2.15,2.15,,
2023-08-10,change_weekly,0.0,0.0,0.0,0.0,,
2023-08-10,level,2.05,3.37,2.15,2.15,,
2023-08-17,change_weekly,0.0,0.0,0.0,0.0,,
2023-08-17,level,2.05,3.37,2.15,2.15,,
2023-08-24,change_weekly,0.0,0.0,0.0,0.0,,
2023-08-24,level,2.05,3.37,2.15,2.15,,
2023-08-31,change_weekly,0.0,0.0,0.0,0.0,,
2023-08-31,level,2.05,3.37,2.15,2.15,,
2023-09-07,change_weekly,0.0,0.0,0.0,0.0,,
2023-09-07,level,2.05,3.37,2.15,2.15,,
2023-09-14,change_weekly,0.0,0.0,0.0,0.0,,
2023-09-14,level,2.05,3.37,2.15,2.15,,
2023-09-21,change_weekly,0.0,0.0,0.0,0.0,,
2023-09-21,level,2.05,3.37,2.15,2.15,,
2023-09-28,level,2.05,3.37,2.15,2.15,,
2023-09-28,change_weekly,0.0,0.0,0.0,0.0,,
2023-10-05,level,2.05,3.37,2.15,2.15,,
2023-10-05,change_weekly,0.0,0.0,0.0,0.0,,
2023-10-12,level,2.05,3.37,2.15,2.15,,
2023-10-12,change_weekly,0.0,0.0,0.0,0.0,,
2023-10-19,level,2.05,3.47,2.15,2.15,,
2023-10-19,change_weekly,0.0,0.1,0.0,0.0,,
2023-10-26,change_weekly,0.0,0.0,0.0,0.0,,
2023-10-26,level,2.05,3.47,2.15,2.15,,
2023-11-02,change_weekly,0.0,0.0,0.0,0.0,,
2023-11-02,level,2.05,3.47,2.15,2.15,,
2023-11-09,level,2.05,3.47,2.15,2.15,,
2023-11-09,change_weekly,0.0,0.0,0.0,0.0,,
2023-11-16,change_weekly,0.0,0.0,0.0,0.0,,
2023-11-16,level,2.05,3.47,2.15,2.15,,
2023-11-23,change_weekly,0.0,0.0,0.0,0.0,,
2023-11-23,level,2.05,3.47,2.15,2.15,,
2023-11-30,change_weekly,0.0,0.0,0.0,0.0,,
2023-11-30,level,2.05,3.47,2.15,2.15,,
2023-12-07,level,2.05,3.47,2.15,2.15,,
2023-12-07,change_weekly,0.0,0.0,0.0,0.0,,
2023-12-14,level,2.05,3.47,2.15,2.15,,
2023-12-14,change_weekly,0.0,0.0,0.0,0.0,,
2023-12-21,level,2.05,3.47,2.15,2.15,,
2023-12-21,change_weekly,0.0,0.0,0.0,0.0,,
2023-12-28,change_weekly,0.0,0.0,0.0,0.0,,
2023-12-28,level,2.05,3.47,2.15,2.15,,
2024-01-04,level,2.05,3.47,2.15,2.15,,
2024-01-04,change_weekly,0.0,0.0,0.0,0.0,,
2024-01-11,level,2.05,3.47,2.15,2.15,,
2024-01-11,change_weekly,0.0,0.0,0.0,0.0,,
2024-01-18,change_weekly,0.0,0.0,0.0,0.0,,
2024-01-18,level,2.05,3.47,2.15,2.15,,
2024-01-25,level,2.05,3.47,2.15,2.15,,
2024-01-25,change_weekly,0.0,0.0,0.0,0.0,,
2024-02-01,level,2.05,3.47,2.15,2.15,,
2024-02-01,change_weekly,0.0,0.0,0.0,0.0,,
2024-02-08,level,2.05,3.47,2.15,2.15,,
2024-02-08,change_weekly,0.0,0.0,0.0,0.0,,
2024-02-15,level,2.05,3.47,2.15,2.15,,
2024-02-15,change_weekly,0.0,0.0,0.0,0.0,,
2024-02-22,change_weekly,0.0,0.0,0.0,0.0,,
2024-02-22,level,2.05,3.47,2.15,2.15,,
2024-02-29,change_weekly,0.0,0.0,0.0,0.0,,
2024-02-29,level,2.05,3.47,2.15,2.15,,
2024-03-07,change_weekly,0.0,0.0,0.0,0.0,,
2024-03-07,level,2.05,3.47,2.15,2.15,,
2024-03-14,level,2.05,3.47,2.15,2.15,,
2024-03-14,change_weekly,0.0,0.0,0.0,0.0,,
2024-03-21,level,2.05,3.47,2.15,2.15,,
2024-03-21,change_weekly,0.0,0.0,0.0,0.0,,
2024-03-28,level,2.05,3.47,2.15,2.15,,
2024-03-28,change_weekly,0.0,0.0,0.0,0.0,,
2024-04-04,level,2.05,3.47,2.15,2.15,,
2024-04-04,change_weekly,0.0,0.0,0.0,0.0,,
2024-04-11,change_weekly,0.0,0.0,0.0,0.0,,
2024-04-11,level,2.05,3.47,2.15,2.15,,
2024-04-18,change_weekly,0.0,0.0,0.0,0.0,,
2024-04-18,level,2.05,3.47,2.15,2.15,,
2024-04-25,change_weekly,0.0,0.0,0.0,0.0,,
2024-04-25,level,2.05,3.47,2.15,2.15,,
2024-05-02,level,2.05,3.47,2.15,2.15,,
2024-05-02,change_weekly,0.0,0.0,0.0,0.0,,
2024-05-09,level,2.05,3.47,2.15,2.15,,
2024-05-09,change_weekly,0.0,0.0,0.0,0.0,,
2024-05-16,level,2.05,3.47,2.15,2.15,,
2024-05-16,change_weekly,0.0,0.0,0.0,0.0,,
2024-05-23,change_weekly,0.0,0.0,0.0,0.0,,
2024-05-23,level,2.05,3.47,2.15,2.15,,
2024-05-30,change_weekly,0.0,0.0,0.0,0.0,,
2024-05-30,level,2.05,3.47,2.15,2.15,,
2024-06-06,change_weekly,0.0,0.0,0.0,0.0,,
2024-06-06,level,2.05,3.47,2.15,2.15,,
2024-06-10,change_weekly,0.0,0.0,1.2000000000000002,0.0,,
2024-06-10,level,2.05,3.47,3.35,2.15,,
2024-06-13,change_weekly,0.0,0.0,0.0,0.0,,
2024-06-13,level,2.05,3.47,3.35,2.15,,
2024-06-20,level,2.05,3.47,3.35,2.15,,
2024-06-20,change_weekly,0.0,0.0,0.0,0.0,,
2024-06-27,level,2.05,3.47,3.35,2.15,,
2024-06-27,change_weekly,0.0,0.0,0.0,0.0,,
2024-07-04,change_weekly,0.0,0.0,0.0,0.0,,
2024-07-04,level,2.05,3.47,3.35,2.15,,
2024-07-11,level,2.05,3.47,3.35,2.15,,
2024-07-11,change_weekly,0.0,0.0,0.0,0.0,,
2024-07-18,change_weekly,0.0,0.0,0.0,0.0,,
2024-07-18,level,2.05,3.47,3.35,2.15,,
2024-07-25,change_weekly,0.0,0.0,0.0,0.0,,
2024-07-25,level,2.05,3.47,3.35,2.15,,
2024-08-01,change_weekly,0.0,0.0,0.0,0.0,,
2024-08-01,level,2.05,3.47,3.35,2.15,,
2024-08-08,level,2.05,3.47,3.3,2.15,,
2024-08-08,change_weekly,0.0,0.0,-0.0500000000000002,0.0,,
2024-08-15,change_weekly,0.0,0.0,-0.0499999999999998,0.0,,
2024-08-15,level,2.05,3.47,3.25,2.15,,
2024-08-22,level,2.05,3.47,3.23,2.15,,
2024-08-22,change_weekly,0.0,0.0,-0.02,0.0,,
2024-08-29,level,2.05,3.42,3.18,2.15,,
2024-08-29,change_weekly,0.0,-0.0500000000000002,-0.0499999999999998,0.0,,
2024-09-05,change_weekly,0.0,-0.02,-0.02,0.0,,
2024-09-05,level,2.05,3.4,3.16,2.15,,
2024-09-12,change_weekly,0.0,-0.1499999999999999,-0.1500000000000003,0.0,,
2024-09-12,level,2.05,3.25,3.01,2.15,,
2024-09-19,level,2.05,3.19,2.95,2.15,,
2024-09-19,change_weekly,0.0,-0.06,-0.0599999999999996,0.0,,
2024-09-26,change_weekly,0.0,0.0,0.0,0.0,,
2024-09-26,level,2.05,3.19,2.95,2.15,,
2024-10-03,level,2.05,3.19,2.95,2.15,,
2024-10-03,change_weekly,0.0,0.0,0.0,0.0,,
2024-10-10,level,2.05,3.19,2.95,2.15,,
2024-10-10,change_weekly,0.0,0.0,0.0,0.0,,
2024-10-17,level,2.05,3.19,2.95,2.15,,
2024-10-17,change_weekly,0.0,0.0,0.0,0.0,,
2024-10-24,level,2.05,3.19,2.95,2.15,,
2024-10-24,change_weekly,0.0,0.0,0.0,0.0,,
2024-10-31,level,2.05,3.19,2.95,2.15,,
2024-10-31,change_weekly,0.0,0.0,0.0,0.0,,
2024-11-07,level,2.05,3.19,2.95,2.15,,
2024-11-07,change_weekly,0.0,0.0,0.0,0.0,,
2024-11-14,change_weekly,0.0,0.0,0.0,0.0,,
2024-11-14,level,2.05,3.19,2.95,2.15,,
2024-11-21,change_weekly,0.0,0.0,0.0,0.0,,
2024-11-21,level,2.05,3.19,2.95,2.15,,
2024-11-28,level,2.05,3.19,2.95,2.15,,
2024-11-28,change_weekly,0.0,0.0,0.0,0.0,,
2024-12-05,change_weekly,0.0,0.0,0.0,0.0,,
2024-12-05,level,2.05,3.19,2.95,2.15,,
2024-12-12,level,2.05,3.19,2.95,2.15,,
2024-12-12,change_weekly,0.0,0.0,0.0,0.0,,
2024-12-19,level,2.05,3.22,2.95,2.15,,
2024-12-19,change_weekly,0.0,0.0300000000000002,0.0,0.0,,
2024-12-26,level,2.05,3.25,2.95,2.15,,
2024-12-26,change_weekly,0.0,0.0299999999999998,0.0,0.0,,
2025-01-02,level,2.05,3.28,2.98,2.15,,
2025-01-02,change_weekly,0.0,0.0299999999999998,0.0299999999999998,0.0,,
2025-01-09,level,2.05,3.33,3.03,2.15,,
2025-01-09,change_weekly,0.0,0.0500000000000002,0.0499999999999998,0.0,,
2025-01-16,change_weekly,0.0,0.0499999999999998,0.0500000000000002,0.0,,
2025-01-16,level,2.05,3.38,3.08,2.15,,
2025-01-23,level,2.05,3.43,3.13,2.15,,
2025-01-23,change_weekly,0.0,0.0500000000000002,0.0499999999999998,0.0,,
2025-01-30,change_weekly,0.0,0.0,0.0500000000000002,0.0,,
2025-01-30,level,2.05,3.43,3.18,2.15,,
2025-02-06,change_weekly,0.0,0.0,0.0,0.0,,
2025-02-06,level,2.05,3.43,3.18,2.15,,
2025-02-13,change_weekly,0.0,0.0,0.0,0.0,,
2025-02-13,level,2.05,3.43,3.18,2.15,,
2025-02-20,level,2.05,3.43,3.18,2.15,,
2025-02-20,change_weekly,0.0,0.0,0.0,0.0,,
2025-02-27,level,2.05,3.43,3.18,2.15,,
2025-02-27,change_weekly,0.0,0.0,0.0,0.0,,
2025-03-06,level,2.05,3.38,3.13,2.15,,
2025-03-06,change_weekly,0.0,-0.0500000000000002,-0.0500000000000002,0.0,,
2025-03-13,change_weekly,0.0,-0.1,-0.0699999999999998,0.0,,
2025-03-13,level,2.05,3.28,3.06,2.15,,
2025-03-20,change_weekly,0.0,0.0,-0.0300000000000002,0.0,,
2025-03-20,level,2.05,3.28,3.03,2.15,,
2025-03-27,level,2.05,3.28,3.03,2.15,,
2025-03-27,change_weekly,0.0,0.0,0.0,0.0,,
2025-04-03,change_weekly,0.0,0.0500000000000002,0.0,0.0,,
2025-04-03,level,2.05,3.33,3.03,2.15,,
2025-04-10,level,2.05,3.28,2.98,2.15,,
2025-04-10,change_weekly,0.0,-0.0500000000000002,-0.0499999999999998,0.0,,
2025-04-17,level,2.05,3.18,2.88,2.15,,
2025-04-17,change_weekly,0.0,-0.0999999999999996,-0.1,0.0,,
2025-04-24,level,2.05,3.18,2.88,2.15,,
2025-04-24,change_weekly,0.0,0.0,0.0,0.0,,
2025-05-01,level,2.05,3.18,2.88,2.15,,
2025-05-01,change_weekly,0.0,0.0,0.0,0.0,,
2025-05-08,change_weekly,0.0,-0.08,-0.08,0.0,,
2025-05-08,level,2.05,3.1,2.8,2.15,,
2025-05-15,change_weekly,0.0,-0.0300000000000002,-0.0299999999999998,0.0,,
2025-05-15,level,2.05,3.07,2.77,2.15,,
2025-05-22,level,2.05,3.1,2.8,2.15,,
2025-05-22,change_weekly,0.0,0.0300000000000002,0.0299999999999998,0.0,,
2025-05-29,change_weekly,0.0,0.0,-0.0299999999999998,0.0,,
2025-05-29,level,2.05,3.1,2.77,2.15,,
2025-06-05,level,2.05,3.07,2.74,2.15,,
2025-06-05,change_weekly,0.0,-0.0300000000000002,-0.0299999999999998,0.0,,
2025-06-12,level,2.05,3.07,2.74,2.15,,
2025-06-12,change_weekly,0.0,0.0,0.0,0.0,,
2025-06-19,level,2.05,3.14,2.81,2.15,,
2025-06-19,change_weekly,0.0,0.0700000000000002,0.0699999999999998,0.0,,
2025-06-26,change_weekly,0.0,0.0699999999999998,0.0699999999999998,0.0,,
2025-06-26,level,2.05,3.21,2.88,2.15,,
2025-07-03,change_weekly,0.0,-0.0299999999999998,-0.0299999999999998,0.0,,
2025-07-03,level,2.05,3.18,2.85,2.15,,
2025-07-10,change_weekly,0.0,0.0,0.0299999999999998,0.0,,
2025-07-10,level,2.05,3.18,2.88,2.15,,
2025-07-17,level,2.05,3.21,2.91,2.15,,
2025-07-17,change_weekly,0.0,0.0299999999999998,0.0300000000000002,0.0,,
2025-07-24,level,2.05,3.21,2.91,2.15,,
2025-07-24,change_weekly,0.0,0.0,0.0,0.0,,
2025-07-31,change_weekly,0.0,-0.04,0.0,0.0,,
2025-07-31,level,2.05,3.17,2.91,2.15,,
2025-08-07,level,2.05,3.17,2.94,2.15,,
2025-08-07,change_weekly,0.0,0.0,0.0299999999999998,0.0,,
2025-08-14,level,2.05,3.13,2.9,2.15,,
2025-08-14,change_weekly,0.0,-0.04,-0.04,0.0,,
2025-08-21,level,2.05,3.13,2.85,2.15,,
2025-08-21,change_weekly,0.0,0.0,-0.0499999999999998,0.0,,
2025-08-28,change_weekly,0.0,0.0300000000000002,0.0299999999999998,0.0,,
2025-08-28,level,2.05,3.16,2.88,2.15,,
2025-09-04,level,2.05,3.16,2.88,2.15,,
2025-09-04,change_weekly,0.0,0.0,0.0,0.0,,
2025-09-11,change_weekly,0.0,0.02,0.02,0.0,,
2025-09-11,level,2.05,3.18,2.9,2.15,,
2025-09-18,change_weekly,0.0,0.0299999999999998,0.0300000000000002,0.0,,
2025-09-18,level,2.05,3.21,2.93,2.15,,
2025-09-25,change_weekly,0.0,0.0,0.0,0.0,,
2025-09-25,level,2.05,3.21,2.93,2.15,,
2025-09-30,level,2.6,3.21,2.93,2.15,1.99,2.05
2025-09-30,change_weekly,0.5500000000000003,0.0,0.0,0.0,,
2025-10-09,level,2.6,3.18,2.93,2.15,1.99,2.05
2025-10-09,change_weekly,0.0,-0.0299999999999998,0.0,0.0,0.0,0.0
2025-10-16,level,2.6,3.18,2.93,2.15,1.99,2.05
2025-10-16,change_weekly,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-23,change_weekly,0.0,-0.04,-0.04,0.0,0.0,0.0
2025-10-23,level,2.6,3.14,2.89,2.15,1.99,2.05
2025-10-30,level,2.6,3.2,2.95,2.15,1.99,2.05
2025-10-30,change_weekly,0.0,0.06,0.06,0.0,0.0,0.0
2025-11-06,change_weekly,0.0,0.0,0.0699999999999998,0.0,0.0,0.0
2025-11-06,level,2.6,3.2,3.02,2.15,1.99,2.05
2025-11-13,level,2.65,3.25,3.07,2.15,1.99,2.05
2025-11-13,change_weekly,0.0499999999999998,0.0499999999999998,0.0499999999999998,0.0,0.0,0.0
2025-11-20,change_weekly,0.0,0.0299999999999998,0.0300000000000002,0.0,0.0,0.0
2025-11-20,level,2.65,3.28,3.1,2.15,1.99,2.05
2025-11-27,level,2.63,3.26,3.08,2.15,1.99,2.05
2025-11-27,change_weekly,-0.02,-0.02,-0.02,0.0,0.0,0.0
2025-12-04,change_weekly,0.0300000000000002,0.0300000000000002,0.0,0.0,0.0,0.0
2025-12-04,level,2.66,3.29,3.08,2.15,1.99,2.05
2025-12-11,change_weekly,-0.02,-0.02,-0.02,0.0,0.0,0.0
2025-12-11,level,2.64,3.27,3.06,2.15,1.99,2.05
2025-12-18,change_weekly,-0.02,-0.0299999999999998,-0.04,0.0,0.0,0.0
2025-12-18,level,2.62,3.24,3.02,2.15,1.99,2.05
2025-12-25,level,2.56,3.16,2.94,2.15,1.99,2.05
2025-12-25,change_weekly,-0.06,-0.08,-0.08,0.0,0.0,0.0
2026-01-01,change_weekly,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01,level,2.56,3.16,2.94,2.15,1.99,2.05
2026-01-08,change_weekly,-0.02,-0.0500000000000002,-0.0499999999999998,0.0,0.0,0.0
2026-01-08,level,2.54,3.11,2.89,2.15,1.99,2.05
2026-01-15,change_weekly,-0.02,-0.0299999999999998,-0.0500000000000002,0.0,0.0,0.0
2026-01-15,level,2.52,3.08,2.84,2.15,1.99,2.05
2026-01-22,level,2.54,3.1,2.88,2.15,1.99,2.05
2026-01-22,change_weekly,0.02,0.02,0.04,0.0,0.0,0.0
2026-01-29,change_weekly,0.0,0.0,0.04,0.0,0.0,0.0
2026-01-29,level,2.54,3.1,2.92,2.15,1.99,2.05
2026-02-05,change_weekly,0.0,0.0,0.04,0.0,0.0,0.0
2026-02-05,level,2.54,3.1,2.96,2.15,1.99,2.05
2026-02-12,change_weekly,0.0,0.0,0.0300000000000002,0.0,0.0,0.0
2026-02-12,level,2.54,3.1,2.99,2.15,1.99,2.05
2026-02-19,change_weekly,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,level,2.54,3.1,2.99,2.15,1.99,2.05
2026-02-26,change_weekly,0.0499999999999998,0.0499999999999998,0.0499999999999998,0.0,0.0,0.0
2026-02-26,level,2.59,3.15,3.04,2.15,1.99,2.05
2026-03-05,change_weekly,0.08,0.1,0.08,0.0,0.0,0.0
2026-03-05,level,2.67,3.25,3.12,2.15,1.99,2.05
2026-03-12,change_weekly,0.6000000000000001,0.6000000000000001,0.7999999999999998,0.0,0.0,0.0
2026-03-12,level,3.27,3.85,3.92,2.15,1.99,2.05
2026-03-19,level,3.27,4.55,4.72,2.15,1.99,2.05
2026-03-19,change_weekly,0.0,0.6999999999999997,0.7999999999999998,0.0,0.0,0.0
2026-03-26,change_weekly,0.6000000000000001,0.6000000000000005,0.7999999999999998,0.0,0.0,0.0
2026-03-26,level,3.87,5.15,5.52,2.15,1.99,2.05
2026-04-02,change_weekly,0.0,-0.2000000000000001,0.5,0.0,0.0,0.0
2026-04-02,level,3.87,4.95,6.02,2.15,1.99,2.05
2026-04-09,change_weekly,0.3999999999999994,0.3999999999999994,0.7000000000000002,0.0,0.0,0.0
2026-04-09,level,4.27,5.35,6.72,2.15,1.99,2.05
2026-04-16,change_weekly,-0.25,-0.25,-0.75,0.0,0.0,0.0
2026-04-16,level,4.02,5.1,5.97,2.15,1.99,2.05
2026-04-23,level,3.87,4.85,5.12,2.15,1.99,2.05
2026-04-23,change_weekly,-0.1499999999999994,-0.25,-0.8499999999999996,0.0,0.0,0.0
